sentiment,text,translated
neutral,"Setelah pendaftaran, jumlah saham Basware yang ditempatkan dan beredar adalah 12.890.829.",True
neutral,Fortum sebelumnya telah membeli saham milik negara di TGK-10 dari RAO UES selama reformasinya.,True
neutral,"Didirikan pada tahun 1649, Fiskars memiliki keunggulan kualitas produk selama lebih dari 360 tahun dan merupakan perusahaan tertua di Finlandia.",True
positive,"Selain itu, derek kami yang sepenuhnya digerakkan secara elektrik ramah lingkungan.",True
neutral,GenVec adalah perusahaan biofarmasi yang mengembangkan obat dan vaksin terapi baru.,True
neutral,"Produk andalan GeoSentric adalah platform GyPSii, yang menggunakan teknologi perangkat lunak geo-lokasi perintis untuk menghubungkan orang ke orang, dan orang ke tempat dengan komunitas sosial dan layanan khusus lokasi yang baru dan menarik.",True
neutral,"Merek terkenal Glaston adalah Bavelloni, dalam mesin dan peralatan pra-pemrosesan, Tamglass dan Uniglass, dalam mesin kaca pengaman dan Albat + Wirsam dalam solusi perangkat lunak.",True
neutral,"Merek terkenal Glaston adalah Bavelloni, dalam mesin dan peralatan pra-pemrosesan, Tamglass dan Uniglass dalam mesin kaca pengaman dan Albat + Wirsam dalam solusi perangkat lunak.",True
neutral,"Goodwill dan aset tidak berwujud lainnya berjumlah sekitar 2,0 juta euro ($2,6 juta) dari harga pembelian, 20 persen di antaranya dibayarkan dalam bentuk saham Aspo.",True
positive,Pejabat kota Grapevine pada bulan September menyetujui potongan pajak dan hibah sebesar $35 juta untuk perluasan tersebut.,True
neutral,Gunneflo akan bertanggung jawab atas bisnis Perdagangan Farmasi Oriola-KD di Swedia.,True
neutral,"Harju Elekter didirikan pada tahun 1968, dan merupakan produsen peralatan dan material listrik terkemuka di Amerika Baltik.",True
neutral,"Harold W. Young adalah broker independen yang bekerja sama dengan beberapa pengecer termasuk Ahold USA, Market Basket, CVS, BJ's Wholesale Club, Hannaford dan Cumberland Farms.",True
positive,Ia juga menyebutkan bahwa peningkatan layanan ini mengikuti perluasan layanan Finnlines baru-baru ini dari Bilbao melalui Antwerp dan Helsinki dan dari Hull melalui Helsinki ke St. Petersburg.,True
neutral,HELSINKI (AFX) - Outokumpu menyatakan telah setuju untuk menjual tambang nikel Hitura di Finlandia kepada grup Kanada Belvedere Resources Ltd seharga 10 juta euro saham Belvedere.,True
neutral,"HKScan, yang berkantor pusat di Turku, Finlandia, adalah grup makanan terkemuka di Eropa utara dengan 10.000 karyawan di sembilan negara.",True
neutral,"HKScan adalah salah satu perusahaan makanan terkemuka di Eropa utara dengan pasar dalam negeri di Finlandia, Swedia, negara-negara Baltik dan Polandia.",True
neutral,"Honkarakenne terutama mengekspor rumah kayu mewah berukuran besar ke Rusia untuk digunakan sebagai rumah satu keluarga atau rumah liburan; 70% penjualan ditujukan ke wilayah Moskow, sekitar 20% ke wilayah St Petersburg, dan sisanya ke lokasi lain.",True
neutral,Namun persewaan jangka pendek menjadi lebih populer.,True
neutral,"RILIS BURSA EFEK HUHTAMAKI OYJ 16.12.2008 PUKUL 09:30 Huhtamaki Oyj telah memutuskan untuk memperjelas struktur Grup dengan memisahkan bisnis Jasa Makanan dan Barang Konsumsi di unit produksinya di Hameenlinna, Finlandia dengan mengalihkan bisnis tersebut ke anak perusahaan yang dimiliki sepenuhnya.",True
positive,Iggesunds Bruk di Swedia merupakan salah satu pabrik pulp dan kertas karton yang paling canggih dan terintegrasi penuh di dunia.,True
neutral,"Selain itu, YIT telah memberikan hak kepada EPI Rusia untuk memperluas pusat logistik sekitar 100.000 m2.",True
neutral,"Selain presentasi yang diadakan oleh Presiden & CEO Kai Telanne dan CFO Tuomas Itkonen, peserta akan mendapat kesempatan untuk berdiskusi dengan anggota manajemen perusahaan lainnya.",True
neutral,"Di Finlandia, 71% kertas dan kertas karton direklamasi.",True
neutral,"Di Finlandia, industri ekspor merupakan pelanggan besar bagi industri pengemasan.",True
neutral,"Dalam menyediakan layanan terkelola, Nokia bertanggung jawab untuk membangun, mengoperasikan dan mentransfer serta mengoptimalkan jaringan Indosat 3G.",True
neutral,"Di Swiss, Teleste telah lama menjadi pemasok produk dan pelanggan utamanya meliputi operator kabel dan fiber-to-the-home (FTTH).",True
neutral,"Pada akhirnya, Sanoma News ingin mengamankan fondasinya dengan tabungan tersebut.",True
positive,"Di bidang Peralatan Rumah Tangga, Fiskars menyediakan produk bermerek terkemuka untuk desain rumah, dapur, dan interior.",True
neutral,"Dalam survei tersebut, Goodyear menduduki peringkat ketiga merek ban dengan nilai tertinggi, disusul Continental dan Bridgestone.",True
neutral,"Dalam bisnis saat ini, Anda harus mendahului apa yang diinginkan konsumen, kata Mohammed Zainalabedin, General Manager, Zain Bahrain.",True
neutral,Ingen adalah produsen perangkat medis terkemuka dengan lini produk medis baru untuk pasar pernapasan yang bernilai sekitar $4 miliar di AS dan $8 miliar secara global.,True
neutral,Polis asuransi harus sederhana.,True
neutral,Ia memiliki beberapa molekul kecil yang inovatif dan kandidat obat biologis pada berbagai tahap pengembangan klinis.,True
neutral,Perusahaan ini telah menjual separuh operasi bisnisnya dan akan memasuki Bursa Efek Helsinki melalui pintu belakang melalui pengaturan pembelian inovatif dengan Kasola.,True
neutral,"Maskapai ini merupakan anggota aliansi OneWorld, yang mencakup American Airlines dan British Airways.",True
positive,Ini adalah kredit yang solid yang dibandingkan dengan Bank DZ atau Rabobank.,True
neutral,Diperkirakan akan selesai pada akhir tahun 2007 .,True
neutral,Direncanakan untuk mendirikan pusat bisnis kelas A di dua lantai teratas kompleks tersebut.,True
neutral,"Adalah positif bahwa perusahaan itu merekrut Harri Koponen sebagai CEO, menurut Affarsvarlden.",True
neutral,"Mereka adalah perusahaan minyak pertama yang bergabung dengan RSPO dan berkomitmen penuh terhadap sumber bahan baku berkelanjutan untuk produksi biodiesel NExBTL miliknya, katanya.",True
neutral,Ini akan menyediakan pemanas dalam bentuk air panas untuk kebutuhan penggergajian kayu.,True
neutral,168 pakar manajemen asetnya mengelola aset senilai lebih dari EUR 35 miliar.,True
neutral,"Merek terkenal lainnya termasuk pembuat peralatan kebugaran Precor dan pembuat peralatan olahraga bola yang berbasis di AS, Wilson.",True
neutral,"Janno Reiljan, anggota dewan pengawas Eesti Energia, mengatakan pemilik Narva Power Grid telah memberitahu Eesti Energia tentang keinginan mereka untuk menjual.",True
positive,"Jawad Williams mencetak 23 poin dalam debut yang mengesankan untuk Yerusalem, dengan Jason Rich menambahkan 18 poin dan Yuval Naimi menyumbang 16 poin untuk Hapoel, yang akan bertandang ke tim kuning-biru minggu depan.",True
neutral,Jon Risfelt berusia 49 tahun memegang gelar Master of Science di bidang Teknik Kimia dari Swedish Royal Institute of Technology.,True
neutral,Juha Haapakoski akan terus menjabat sebagai Pemimpin Redaksi dengan tanggung jawab anggaran juga pada penerbit baru.,True
neutral,14 Juni 2009 (AOL Weblogs disampaikan oleh Newstex) -- Sepertinya E71 akan dikalahkan sebagai smartphone kelas bisnis utama Nokia (NYSE: NOK) -- seseorang di Espoo baru saja membuka akun YouTube perusahaan dengan video promo ini untuk E72.,True
neutral,"25 Juni 2008 (Laporan Boy Genius disampaikan oleh Newstex) -- Nokia (NYSE: NOK) N78, ya?",True
neutral,"KONE, yang berkantor pusat di Espoo, Finlandia, adalah salah satu perusahaan elevator dan eskalator terkemuka di dunia.",True
neutral,"Juli lalu, kelompok tersebut mengatakan pihaknya bermaksud untuk merelokasi gudang dan ruang kantor di Loudeac dan Saint Marcel ke Morvillars, di timur Perancis, di mana mereka telah mengoperasikan unit produksi dan distribusi kait.",True
neutral,"Lember mengatakan masalah ini juga menjadi topik hangat di Estonia, di mana rancangan undang-undang di Kementerian Sosial telah dirancang yang akan menghapuskan dana pensiun hari tua jika persyaratannya menguntungkan.",True
neutral,"Linde bertindak secara bertanggung jawab terhadap pemegang saham, mitra bisnis, karyawan, masyarakat dan lingkungan hidup – di setiap area bisnis, wilayah, dan lokasi di seluruh dunia.",True
neutral,"LKAB, yang berkantor pusat di Lulea, Swedia, adalah perusahaan pertambangan berteknologi tinggi yang memproduksi produk bijih besi yang ditingkatkan kualitasnya untuk industri baja.",True
neutral,"LLC, penyedia solusi manajemen suara dan data untuk perusahaan nirkabel yang beroperasi di seluruh dunia, akan mengalihkan operasi penerapannya di AS ke raksasa seluler Finlandia, yang mencakup layanan pekerjaan sipil dan akuisisi lokasi.",True
neutral,"Carilah sarung bantal kain vintage, teko kopi tahun 70an, piring saji keramik, gelas koktail, dan piring pesta stainless steel.",True
positive,(I&H) dalam upaya untuk meningkatkan pertumbuhan.,True
neutral,30 karyawan LSC akan pindah ke Ixonos dengan status dan tunjangan yang ada.,True
neutral,"MeeGo `` belajar saat Anda menggunakannya,'' kata Fisher, dengan mengutamakan hal-hal yang paling penting.",True
neutral,Penggabungan dua lembar bebas akan memperjelas situasi pasar.,True
neutral,"Metso adalah pemasok global teknologi dan layanan berkelanjutan untuk pertambangan, konstruksi, pembangkit listrik, otomasi, daur ulang, serta industri pulp dan kertas.",True
positive,"Lebih dari 200 sukarelawan dari Fiskars, perusahaan peralatan berkebun, Home Depot (NYSE: HD), kota Baltimore dan lingkungan sekitarnya saat ini bekerja untuk menciptakan taman perlindungan - dalam satu hari.",True
neutral,"Nama Pemohon : Jot Automation OY Nama Penemu : Mammila Tuomo , Piirainen Mika dan Kellokoski MikaNomor Lamaran. : 2424-KOLNP-2008 ADTanggal pengajuan Permohonan : 16-06-2008 Tanggal Terbit : 30/01/2009",True
positive,Yahoo Inc yang terdaftar di NASDAQ telah memperkenalkan layanan baru yang memungkinkan masyarakat Malaysia membawa konten dan layanan Internet favorit mereka melalui ponsel mereka.,True
neutral,Sponsor nasional untuk The Big Read termasuk National Endowment for the Arts bekerja sama dengan Institut Museum dan Layanan Perpustakaan dan Seni Midwest.,True
neutral,Neomarkka telah memainkan peran utama dalam kelompok yang bertujuan untuk memulai kembali produksi serat selulosa khusus di Valkeakoski.,True
neutral,Ringkasan Laporan Ringkasan Aset Operasi Pengilangan Neste Oil Corporation Laporan Ringkasan Aset Operasi Pengilangan Neste Oil Corporation merupakan sumber penting bagi data dan informasi perusahaan.,True
neutral,"Neste Oil memperpanjang kenaikan kemarin dan menambah 0,49 persen menjadi 22,72 euro, sementara utilitas Fortum merosot 1,14 persen menjadi 20,76 euro.",True
positive,"Nordea Bank (STO: NDA) dan Sampo Bank telah membantu perusahaan investasi real estat Finlandia Sponda (HEL: SDA1V) menempatkan obligasi dalam negeri senilai EUR100 juta (USD125,4 juta), kata perusahaan itu pada Jumat.",True
neutral,"Tentu saja, Anda akan memiliki akses langsung ke toko Ovi Nokia, sehingga Anda akan bersenang-senang mendownload media favorit Anda.",True
neutral,Dari jumlah tersebut 14.747.084 saham dimiliki oleh Perseroan dan jumlah saham beredar serta hak suara yang melekat pada saham tersebut berjumlah 161.256.847 .,True
neutral,"Oka mengkhususkan diri dalam konstruksi baru, pekerjaan renovasi bangunan perumahan dan non-perumahan serta tempat untuk keperluan industri dan logistik.",True
neutral,Dewan Direksi Okmetic juga telah memutuskan program kepemilikan saham baru yang ditujukan kepada manajemen puncak perusahaan.,True
neutral,Wafer silikon Okmetic adalah bagian dari rantai pemrosesan lebih lanjut yang menghasilkan produk akhir yang meningkatkan interaksi manusia dan kualitas hidup.,True
positive,"Layanan Penanganan Material O'Leary, berlokasi di Perth, adalah perusahaan terkemuka di Australia Barat yang memasok, memasang dan menyediakan layanan untuk tail lift.",True
positive,Salah satu faktor yang menarik mengenai tablet bagi perusahaan media adalah tablet ini memberikan cara baru dalam menghasilkan uang.,True
positive,Salah satu produk masa depan Uponor yang menjanjikan adalah sistem pendingin hidronik.,True
neutral,"Oriola-KD, yang berkantor pusat di Espoo, Finlandia, adalah distributor terkemuka produk farmasi dan kesehatan dengan 1.300 karyawan di negara-negara Nordik dan Baltik.",True
neutral,Hak pemegang saham lainnya mulai berlaku hari ini.,True
neutral,Laporan makanan kalengan yang diawetkan di Finlandia menawarkan panduan komprehensif mengenai ukuran dan bentuk pasar di tingkat nasional.,True
neutral,"Solusi kami bersifat independen dalam industri yang mendukung kebutuhan multibahasa dan mata uang, modular dan dapat diterapkan pada perusahaan dari semua ukuran,'' kata CEO Ilkka Sihvo.",True
positive,"Merek perusahaan kami yang kuat - ESL Shipping, Leipurin, Telko dan Kaukomarkkinat - bertujuan untuk menjadi pemimpin pasar di sektornya.",True
neutral,"Outotec, yang berkantor pusat di Espoo, Finlandia, adalah penyedia solusi proses, teknologi dan layanan terkemuka untuk industri pertambangan dan metalurgi.",True
positive,"Secara keseluruhan, 50 persen responden yakin akan keamanan mereka saat melakukan transaksi perbankan online.",True
neutral,"Panostaja, yang berkantor pusat di Tampere, Finlandia, adalah perusahaan investasi yang berfokus pada perusahaan kecil dan menengah Finlandia yang beroperasi di industri tradisional.",True
neutral,Kinerja didasarkan pada nilai-nilai dan keberlanjutan.,True
neutral,Pertti Ervi independen terhadap Perusahaan dan pemegang saham utama.,True
neutral,"Harap informasikan kepada IR Johanna Koskinen mengenai partisipasi Anda selambat-lambatnya tanggal 20 April pukul 10 pagi. Konferensi telepon untuk analis keuangan dan investor, yang diselenggarakan dalam bahasa Inggris, akan dimulai pada pukul 15.00. Waktu Finlandia ( EET ) .",True
neutral,"Poyry Energy GmbH adalah perusahaan teknik dan konsultasi terkemuka di Austria di sektor energi, infrastruktur dan lingkungan, yang dimiliki oleh Poyry Plc. dan Verbund AG Austria.",True
positive,Poyry dikenal sebagai salah satu penasihat terkemuka dunia dalam industri kehutanan global.,True
positive,Precedex disetujui untuk sedasi IV pada pasien yang awalnya diintubasi dan diberi ventilasi mekanis dalam perawatan intensif.,True
neutral,Siaran pers 3 September 2009 Ruukki terus terdaftar dalam dua Indeks Keberlanjutan Dow Jones : DJSI World dan DJSI STOXX .,True
neutral,"Sebelumnya, pabrik tersebut diharapkan selesai pada akhir tahun 2008.",True
neutral,Produksi di pabrik tersebut akan didasarkan pada teknologi milik Neste Oil yang dapat menggunakan masukan fleksibel dari minyak nabati atau lemak hewani apa pun.,True
neutral,Prothious Engineering (www.prothious.com) mempekerjakan lebih dari 1.000 orang dan memiliki portofolio proyek yang besar serta kapasitas perincian tahunan lebih dari 100.000 ton.,True
neutral,Keluarga produk QPR sepenuhnya kompatibel dengan sistem operasi Microsoft Windows 7.,True
positive,Ramirent adalah perusahaan terkemuka di bidang persewaan mesin dan peralatan untuk konstruksi dan industri.,True
positive,Ramirent adalah perusahaan penyewaan mesin konstruksi terkemuka di Finlandia dengan penjualan tahunan sebesar EUR 134 juta pada tahun 2009 dan beroperasi secara nasional melalui 83 gerai dan 612 karyawan.,True
neutral,Rapala bertujuan untuk memindahkan unit distribusi Ragot dari Loudeac di Bretagne dan unit distribusi Waterqueen serta pemasok tali pancing Tortue dari Saint Marcel di Prancis Tengah ke Morvillars.,True
neutral,"RAPALA TOURNAMENT FISHING : Dengan semua judul utama yang sudah dirilis selama liburan, game dengan harga murah seperti Rapala ditujukan untuk audiens yang lebih kecil.",True
neutral,"Berita Peraturan: Komite Nominasi Cybercom (STO: CYBE), yang sepakat dalam usulannya, mengusulkan pemilihan Jon Risfelt sebagai Ketua Dewan yang baru.",True
neutral,"RFID (Radio Frekuensi Identifikasi) adalah metode yang disebut transportasi cerdas, dimana informasi dapat dibaca dan disimpan dari jarak jauh.",True
neutral,"RK Group, yang berkantor pusat di Vantaa, Finlandia, adalah salah satu layanan penyewaan mesin terkemuka di Eropa.",True
positive,"Grup pelayaran peti kemas terkemuka Rusia, Fesco, dan perusahaan logistik Finlandia Nurminen Logistics telah memulai proyek percontohan yang menawarkan layanan transportasi antar moda langsung kepada klien dari Finlandia ke negara-negara Asia Pasifik, kata Fesco dalam sebuah pernyataan.",True
neutral,"S&P mempertahankan peringkat `` jual '', sementara Nordea dan UBS menegaskan kembali rekomendasi `` beli '' mereka.",True
neutral,"Sanoma juga memiliki Komite Eksekutif, sesuai dengan Anggaran Dasar Perusahaan, yang menyiapkan usulan hal-hal yang akan diputuskan atau dicatat oleh Dewan Direksi.",True
neutral,"Sarantel, yang berbasis di Wellingborough, Inggris, merancang antena berkinerja tinggi untuk perangkat nirkabel portabel.",True
positive,Pemegang saham Rakvere Lihakombinaat memutuskan mendukung pembelian saham minoritas pada pertengahan Juli.,True
neutral,Saham akan diperoleh sesuai dengan bagian 5 peraturan NASDAQ OMX Helsinki dan peraturan lain yang berlaku untuk akuisisi saham sendiri.,True
neutral,"Dia akan menggantikan Krister Kylas, yang telah memutuskan untuk meninggalkan TeliaSonera.",True
neutral,Shuweihat 2 dimulai pada bulan Juli 2008 ketika proyek tersebut diberikan kepada kontraktor desalinasi dan listrik.,True
neutral,"Simmons Terpilih sebagai Ketua DCUC PORTSMOUTH, N.H.-Gordon A. Simmons, CEO Service Credit Union, telah terpilih sebagai ketua Dewan Credit Union Pertahanan untuk masa jabatan 2007-2008.",True
neutral,Amerika Selatan dan Asia merupakan pasar menjanjikan lainnya.,True
neutral,Sponda berencana merenovasi real estat lama dan mengembangkan properti baru.,True
neutral,Rilis Bursa Efek 3/10/2011 12:00 Sanoma telah menerbitkan Laporan Tahunan dan Laporan Keuangan untuk tahun 2010 dan Laporan Tanggung Jawab Perusahaan yang pertama.,True
neutral,"Nordea Bank (STO: NDA) yang berbasis di Stockholm mengatakan kemarin bahwa pihaknya telah merekrut Casper von Koskull untuk memimpin unit perbankan pedagang korporasi dan pasar modal, efektif tanggal 1 September.",True
neutral,Stonesoft adalah penyedia global solusi generasi mendatang yang telah terbukti menyederhanakan manajemen keamanan jaringan.,True
neutral,Informasi bisnis strategis dan operasional dilaporkan secara objektif.,True
neutral,"Perusahaan terdaftar di Swedia, Finlandia, dan Denmark diorganisasikan dalam tiga segmen kapitalisasi pasar, Kapitalisasi Besar Nordik, Kapitalisasi Menengah, dan Kapitalisasi Kecil.",True
neutral,Symphony Services menyediakan layanan pengembangan untuk Aldata GOLD.,True
positive,Technopolis adalah operator technopark terkemuka di Eropa.,True
neutral,Pusat teknologi Technopolis memasok klien mereka dengan tempat modern kelas atas.,True
neutral,"Tekla menyediakan perangkat lunak 3D untuk teknik bangunan dan infrastruktur, dengan fokus pada pemodelan informasi bangunan struktur baja dan beton mulai dari desain hingga konstruksi.",True
neutral,"Solusi TV hibrid Teleste mencakup komponen untuk seluruh proses penyampaian layanan video kepada konsumen mulai dari akuisisi konten dan pembuatan layanan hingga penyampaian melalui serangkaian solusi akses, termasuk HFC (hibrida fiber-coaxial), xDSL, EttH, dan FttH.",True
neutral,Langkah-langkah penyesuaian akan dilakukan secara bertahap untuk mengamankan kemampuan pengiriman.,True
neutral,Perjanjian tersebut berlaku selama empat tahun.,True
neutral,"Aliansi ini bertujuan untuk memanfaatkan komputer seluler, netbook, tablet, mediafon, TV yang terhubung, dan sistem infotainment di dalam kendaraan yang dapat dikantongi.",True
neutral,Ketersediaan layanan Internet disorot dalam penawaran layanan toko K-Group Kesko.,True
neutral,"Broker ini memulai UPM-Kymmene, Stora Enso dan Sappi dengan rekomendasi `equal-weight' dan Holmen dan Norske Skog dengan peringkat `underweight'.",True
neutral,"Kompleks bangunan ini terdiri dari ruang perkantoran dan ritel berkualitas tinggi seluas 49.200 meter persegi, kata perusahaan itu.",True
neutral,"Bisnis ini memiliki penjualan sekitar (Euro) 35 juta ($44 juta), dan bertanggung jawab atas penjualan dan pemasaran bisnis bahan kimia kertas Lanxess, yang dibeli Kemira seharga (Euro) 88 juta pada awal tahun ini (CW, 11 Januari , hal.22).",True
neutral,Bagian bisnis juga mencakup laporan keberlanjutan Ahlstrom.,True
neutral,"Pusat ini menawarkan rangkaian lengkap layanan desain perangkat mulai dari elektronik, mekanik dan desain perangkat lunak hingga berbagai layanan laboratorium pengujian.",True
neutral,Komisi tersebut mengatakan pasar hidrogen peroksida dan PBS bernilai sekitar 470 juta euro pada tahun 2000 .,True
neutral,"Perusahaan merancang, memproduksi dan memasarkan pakaian berkualitas tinggi, tekstil dekorasi interior, tas dan aksesoris lainnya.",True
neutral,"Perusahaan merancang dan memproduksi pakaian berkualitas tinggi, tekstil dekorasi interior, tas, dan aksesoris lainnya.",True
neutral,"Perusahaan telah menyediakan infrastruktur teknis, yang digunakan oleh NAV untuk gudang data dan inisiatif intelijen bisnis mereka.",True
neutral,"Perusahaan kini menarik bagian kedua, EUR 7,2 juta, dari komitmen investasi.",True
neutral,Perusahaan saat ini sedang mengkaji apakah proyek tersebut layak secara finansial.,True
neutral,Perusahaan sedang mempelajari kelayakan memfokuskan sebagian besar produksi daging olahannya di fasilitas Vantaa dan pengolahan daging segar di fasilitas Forssa.,True
positive,Kekuatan perusahaan adalah merek Apetit-nya.,True
neutral,Perusahaan mengatakan para pemegang saham akan dapat memberikan suara mengenai kesepakatan tersebut pada RUPSLB yang dijadwalkan akhir bulan ini.,True
neutral,Perusahaan ini mengkhususkan diri dalam elektrifikasi sementara dan pemanasan di lokasi konstruksi.,True
positive,"Kompetisi ini disambut dengan sangat antusias oleh para karyawan, lanjutnya.",True
neutral,"Kerja sama ini akan melibatkan Arena Partners yang membeli 35% saham perusahaan patungan baru, yang beroperasi di bisnis penjualan rumah, kendaraan, dan pasar periklanan konsumen Alma Media.",True
neutral,Pengiriman dimulai pada bulan April 2006 dan akan selesai pada tahun 2007 .,True
neutral,Meja tersebut akan mencapai kekuatan penuh yang direncanakan sebanyak sepuluh orang pada musim gugur 2007 .,True
neutral,Dividen tersebut dibayarkan pada tanggal 1 Februari 2010 kepada pemegang saham yang tercatat pada tanggal 19 Januari 2010 .,True
neutral,Dividen tersebut akan dibayarkan pada tanggal 15 April 2008 kepada masing-masing pemegang saham yang pada catatan tanggal 8 April 2008 telah tercatat dalam daftar pemegang saham yang disimpan oleh Finnish Central Securities Depository Ltd.,True
positive,Dampak penghematan ini akan terlihat mulai awal tahun 2010 .,True
neutral,Dampak penghematan ini akan terlihat sejak awal tahun 2010 .,True
neutral,"Pengiriman ujung ke ujung menggabungkan kompetensi dan layanan dari Area Bisnis Telekomunikasi & Media TietoEnators, Pemrosesan & Jaringan, dan Inovasi Digital.",True
neutral,"Pengeluaran tidak berulang sebesar EUR 0,7 juta telah dicatat untuk kuartal ketiga.",True
neutral,Acara ini dapat diikuti secara online melalui situs Orion Finlandia di www.orion.fi serta melalui layanan web Kauppalehti Live di www.kauppalehti.fi/live.,True
neutral,Rapat Umum Luar Biasa diperkirakan akan berlangsung paling lambat tanggal 18 Februari 2011 .,True
neutral,"Bagian pertama dari Seri Sinema diakhiri dengan profil penemu Finlandia Olavi Linden, yang perjalanan artistik pribadinya dan karyanya di Fiskars telah menghasilkan puluhan penghargaan desain.",True
neutral,Tahap pertama dari dua tahap proyek diharapkan selesai pada akhir tahun 2012 .,True
neutral,"Grup ini juga berencana meluncurkan 270 kamar Atria Grand, Whitefield, sebuah hotel mewah bintang lima, pada tahun 2009.",True
neutral,"Kelompok ini bermaksud untuk merelokasi gudang dan ruang kantor di Loudeac dan Saint Marcel ke Morvillars, di bagian timur negara itu, di mana mereka telah mengoperasikan unit manufaktur dan distribusi hook.",True
neutral,"Grup ini memiliki dan mengoperasikan armada dengan kapasitas lebih dari 800dwt, sementara kapasitas peti kemas adalah 17.000 TEUs, dan mengelola armada kereta api yang terdiversifikasi dengan jumlah lebih dari 17.000 unit.",True
neutral,"Handset ini juga dilengkapi Media Bar untuk akses cepat ke media dan aplikasi favorit, termasuk musik, foto, YouTube atau Ovi Share.",True
neutral,"Target yang berbasis di Hayward, California mendesain alas kaki aktif, kasual dan resmi, serta sepatu bot dan sandal.",True
neutral,Hal yang penting saat ini adalah mempertahankan 15.000 nasabah bank tersebut.,True
neutral,"Gedung Innova 2 akan berlokasi dekat dengan pusat kota, dekat dengan Paviljonki dan pusat perjalanan, dan dalam jarak berjalan kaki dari jantung kota berkat jembatan pameran perdagangan.",True
neutral,Pergantian Pemimpin Redaksi merupakan bagian dari tujuan penerbit untuk meningkatkan sirkulasi pekerjaan di semua kelompok personel.,True
neutral,Usaha patungan ini merencanakan jadwal cepat untuk menegosiasikan sewa lahan potensial pembangkit listrik tenaga angin dan untuk memetakan kelayakan pembangkit listrik tenaga angin.,True
neutral,Investasi Kyroskoski akan selesai pada akhir tahun 2011 dan investasi +_+Ã¯Â¿Â½nekoski pada musim semi tahun 2012 .,True
neutral,"Grup Lemminkainen, yang berkantor pusat di Helsinki, Finlandia, beroperasi di semua sektor industri konstruksi: teknik sipil, kontraktor bangunan, jasa teknis bangunan dan industri bahan bangunan.",True
neutral,"Grup Lemminkainen, yang berkantor pusat di Helsinki, Finlandia beroperasi di semua sektor industri konstruksi: teknik sipil, kontraktor bangunan, jasa teknis bangunan dan industri bahan bangunan.",True
neutral,"Grup Marubeni berfokus pada penciptaan `` rantai nilai '' dari hulu ke hilir, yang mencakup berbagai bidang usaha, antara lain minyak & gas, logam, sumber daya mineral, makanan, pulp & kertas, bahan kimia.",True
neutral,"Pasar ekspor yang paling menarik adalah Rusia, negara-negara Baltik dan Skandinavia.",True
neutral,"Layanan data seluler yang paling populer adalah email, berselancar di internet, serta layanan berita dan cuaca.",True
neutral,Saham B baru tersebut mempunyai hak atas dividen dan hak pemegang saham lainnya yang berlaku mulai hari ini.,True
neutral,Tujuan dari kantor St. Petersburg adalah yang pertama untuk meningkatkan bisnis pemeliharaan Perusahaan.,True
neutral,Ruang kantor akan berada di atas stasiun bawah tanah Cannon Street yang telah direnovasi.,True
neutral,"Pembukaan resmi kantor tersebut, berlokasi di Praha, akan dirayakan pada tanggal 20 Mei.",True
neutral,Solusi pasokan pengumpan serpih minyak akan mengirimkan serpih minyak yang dihancurkan ke kilang minyak serpih yang sudah beroperasi serta ke pabrik pemrosesan teknologi minyak serpih Enefit-280 yang baru.,True
neutral,"Operator ini merupakan salah satu dari 6 operator yang mendapatkan lisensi WiMAX di Taiwan, dan berharap menjadi operator pertama yang meluncurkan layanan komersial pada awal tahun 2009.",True
neutral,"Namun, kesempatan ini hanya akan tersedia bagi beberapa karyawan.",True
neutral,"Pesanan tersebut meliputi rangka baja, struktur atap penahan beban dan elemen dinding partisi, dan Rautaruukki mengatakan pihaknya memperkirakan akan menyelesaikan pemasangan pada awal Mei tahun depan.",True
neutral,Oxyview Pulse Oximeter adalah perangkat umum untuk memeriksa tingkat saturasi oksigen darah dan denyut nadi pasien.,True
neutral,Pabrik tersebut akan menggunakan minyak sawit yang disertifikasi oleh Roundtable on Sustainable Palm Oil (RSPO).,True
neutral,"Namun, operator pelabuhan lebih memilih untuk mempertahankan biaya pelabuhan pada tahun 2010, dengan alasan bahwa pemiliknya, pemerintah Estonia, mewajibkan pelabuhan tersebut untuk membayar dividen sebesar EEK 400 juta (EUR 25,56 juta USD 36,44 juta) kepada negara pada tahun 2009 dan 300 juta EEK lainnya pada tahun 2010. 2010.",True
positive,Harga kayu bulat jelas membaik dibandingkan tahun 2009 dan harga kayu pulp juga meningkat.,True
neutral,Lipatan tepi depan produk ini memaksimalkan ketahanan cuaca dan memungkinkan penyelesaian atap yang mulus.,True
neutral,"Program ini mencakup peningkatan operasional dan pengurangan personel, terutama di Belanda.",True
neutral,Proyek ini diharapkan selesai pada tahun 2009 .,True
neutral,"Alasannya adalah status Sankt Peterburg sebagai ibu kota, salah satu peserta pertemuan mengutip perkataan Chikunov.",True
neutral,"Laporan ini selanjutnya memberikan profil rinci sepuluh perusahaan kimia khusus terkemuka di Eropa, dan profil singkat pemain besar lainnya.",True
neutral,"Laporan ini menampilkan profil 614 perusahaan termasuk banyak pemain kunci dan khusus di seluruh dunia seperti Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Perusahaan, dan Van Group, Inc.",True
